үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,Байршил:
3500000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,2016,Байхгүй,Вакум,11,Бүргэд,37.0 м²,1,Лизинггүй,3,Ашиглалтад орсон,
3500000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,Тагтгүй,2016,Байхгүй,Вакум,11,Бүргэд,32.0 м²,1,Лизинггүй,2,Ашиглалтад орсон,
110000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 38",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Вакум,32.4 м²,8,Лизинггүй,1,Ашиглалтад орсон,
320000000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,1 тагттай,2009,Байгаа,Вакум,9,Бүргэд,71.03 м²,9,Банкны лизингтэй,4,Ашиглалтад орсон,
3500000.00,"УБ — Сүхбаатар, 5-р хороолол",Паркет,2 тагттай,2006,Байхгүй,Вакум,5,Бүргэд,120.0 м²,5,Банкны лизингтэй,8,Ашиглалтад орсон,
3000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байгаа,Вакум,16,Бүргэд,43.14 м²,9,Лизинггүй,2,Ашиглалтад орсон,
2200000.00,"УБ — Баянгол, Богд-Ар",Паркет,1 тагттай,2002,Байгаа,Вакум,6,Бүргэд,91.94 м²,6,Лизинггүй,3,Ашиглалтад орсон,
135000000.00,"УБ — Баянгол, Төмөр зам",Паркет,1 тагттай,1994,Байхгүй,Вакум,9,Бүргэд,40.0 м²,1,Банкны лизингтэй,2,Ашиглалтад орсон,
400000000.00,"УБ — Хан-Уул, Marshall town",Паркет,2 тагттай,2017,Байхгүй,Вакум,16,Төмөр вакум,95.0 м²,6,Лизинггүй,4,Ашиглалтад орсон,
3300000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,62.78 м²,12,Банкны лизингтэй,4,Ашиглалтад орсон,
580000000.00,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Паркет,1 тагттай,2019,Байгаа,Вакум,16,Бүргэд,112.0 м²,5,Банкны лизингтэй,4,Ашиглалтад орсон,
295000000.00,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1 тагттай,2021,Байхгүй,Вакум,15,Бүргэд,80.0 м²,7,Лизинггүй,5,Ашиглалтад орсон,
158100000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 14",Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Бүргэд,51.0 м²,4,Банкны лизингтэй,3,Ашиглалтад орсон,
5800000.00,"УБ — Хан-Уул, Хүннү",Паркет,2 тагттай,2023,Байгаа,Вакум,25,Бүргэд,117.0 м²,2,Банкны лизингтэй,5,Ашиглалтад орсон,
400000000.00,"УБ — Баянзүрх, 13-р хороолол",Плита,2 тагттай,2014,Байхгүй,Вакум,12,Төмөр,109.6 м²,8,Банкны лизингтэй,5,Ашиглалтад орсон,
3100000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,59.17 м²,10,Банкны лизингтэй,4,Ашиглалтад орсон,
240000000.00,"УБ — Баянзүрх, Баянмонгол хороолол",Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,67.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,
215000000.00,"УБ — Баянгол, Баруун 4 зам",Паркет,2 тагттай,1995,Байхгүй,Вакум,5,Төмөр вакум,29.0 м²,2,Лизинггүй,4,Ашиглалтад орсон,
135000000.00,"УБ — Баянгол, 6-р бичил",Паркет,1 тагттай,1999,Байхгүй,Вакум,9,Бүргэд,30.0 м²,4,Лизинггүй,4,Ашиглалтад орсон,
262392000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2023,Байгаа,Вакум,10,Бүргэд,67.28 м²,10,Банкны лизингтэй,2,Ашиглалтад орсон,
153000000.00,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1 тагттай,2018,Байхгүй,Вакум,15,Бүргэд,56.68 м²,3,Лизинггүй,3,Ашиглалтад орсон,
70000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 2",Паркет,1 тагттай,2016,Байхгүй,Вакум,5,Бүргэд,23.0 м²,4,Лизинггүй,1,Ашиглалтад орсон,
340363000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2023,Байгаа,Вакум,10,Бүргэд,91.99 м²,10,Банкны лизингтэй,3,Ашиглалтад орсон,
180000000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Вакум,59.9 м²,5,Лизинггүй,3,Ашиглалтад орсон,
495800000.00,"УБ — Хан-Уул, Зайсан",Паркет,2 тагттай,2023,Байгаа,Вакум,10,Бүргэд,134.0 м²,10,Банкны лизингтэй,4,Ашиглалтад орсон,
254000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 10",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,79.26 м²,3,Лизинггүй,4,Ашиглалтад орсон,
730000000.00,"УБ — Чингэлтэй, 50 мянгат",Паркет,Тагтгүй,2024,Байхгүй,Вакум,16,Бүргэд,113.0 м²,10,Лизинггүй,5,Ашиглалтад ороогүй,
7300000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2024,Байгаа,Вакум,16,Бүргэд,137.9 м²,11,Банкны лизингтэй,5,Ашиглалтад орсон,
2600000.00,"УБ — Сүхбаатар, 64-р дэлгүүр",Паркет,2 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,112.0 м²,11,Лизинггүй,4,Ашиглалтад орсон,
355000000.00,"УБ — Баянгол, Төмөр зам",Паркет,2 тагттай,2016,Байгаа,Вакум,12,Бүргэд,96.0 м²,12,Лизинггүй,3,Ашиглалтад орсон,
205000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,67.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,
450000000.00,"УБ — Хан-Уул, Яармаг",Паркет,2 тагттай,2024,Байгаа,Вакум,7,Бүргэд,100.0 м²,2,Лизинггүй,4,Ашиглалтад орсон,
380000000.00,"УБ — Хан-Уул, Хурд",Паркет,2 тагттай,2012,Байгаа,Вакум,12,Бүргэд,114.0 м²,12,Лизинггүй,4,Ашиглалтад орсон,
216535000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байгаа,Вакум,13,Бүргэд,69.85 м²,3,Банкны лизингтэй,3,Ашиглалтад орсон,
155000000.00,"УБ — Баянзүрх, Офицер",Паркет,1 тагттай,2014,Байхгүй,Вакум,2,Бүргэд,55.6 м²,2,Лизинггүй,3,Ашиглалтад орсон,
185000000.00,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Бүргэд,61.0 м²,8,Банкны лизингтэй,2,Ашиглалтад орсон,
3700000.00,"УБ — Хан-Уул, Мишээл",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,88.79 м²,9,Банкны лизингтэй,5,Ашиглалтад орсон,
240000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Төмөр,63.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,
120000000.00,"УБ — Баянзүрх, Ботаник",Паркет,1 тагттай,2013,Байхгүй,Вакум,13,Бүргэд,40.0 м²,11,Лизинггүй,3,Ашиглалтад орсон,
230000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Паркет,2 тагттай,2023,Байхгүй,Вакум,16,Төмөр,65.0 м²,5,Лизинггүй,5,Ашиглалтад орсон,
345000000.00,УБ — Хан-Уул,Паркет,2 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,81.0 м²,5,Лизинггүй,4,,Бусад
314500000.00,"УБ — Баянгол, 10-р хороолол",Мод,1 тагттай,2011,Байгаа,Вакум,10,Төмөр,89.9 м²,5,Лизинггүй,4,Ашиглалтад орсон,
345000000.00,УБ — Хан-Уул,Паркет,2 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,81.0 м²,5,Лизинггүй,4,Ашиглалтад орсон,Бусад
650000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 17",Паркет,1 тагттай,2010,Байхгүй,Вакум,10,Бүргэд,185.0 м²,9,Лизинггүй,5,Ашиглалтад орсон,
76700000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 13",Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Вакум,30.68 м²,14,Лизинггүй,1,Ашиглалтад ороогүй,
878000000.00,"УБ — Хан-Уул, Bella Vista",Паркет,2 тагттай,2020,Байгаа,Вакум,10,Бүргэд,141.25 м²,9,Лизинггүй,6,Ашиглалтад орсон,
3300000.00,"УБ — Хан-Уул, Арцатын ам",Паркет,1 тагттай,2024,Байхгүй,Вакум,14,Бүргэд,53.62 м²,6,Банкны лизингтэй,2,Ашиглалтад орсон,
200000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2017,Байхгүй,Вакум,12,Бүргэд,53.88 м²,4,Банкны лизингтэй,3,Ашиглалтад орсон,
108000000.00,"УБ — Баянгол, 10-р хороолол",Чулуу,1 тагттай,2015,Байхгүй,Вакум,16,Бүргэд,47.0 м²,15,Лизинггүй,2,Ашиглалтад орсон,
107000000.00,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 21",Паркет,1 тагттай,2014,Байхгүй,Вакум,6,Бүргэд,45.0 м²,6,Хувь лизингтэй,2,Ашиглалтад орсон,
2800000.00,"УБ — Баянзүрх, Амгалан",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,55.7 м²,5,Банкны лизингтэй,2,Ашиглалтад ороогүй,
260000000.00,"УБ — Хан-Уул, 120 мянгат",Паркет,1 тагттай,2017,Байхгүй,Вакум,12,Бүргэд,60.0 м²,4,Банкны лизингтэй,4,Ашиглалтад орсон,
552195000.00,"УБ — Хан-Уул, Яармаг",Ламинат,1 тагттай,2023,Байгаа,Вакум,15,Бүргэд,122.71 м²,14,Банкны лизингтэй,4,Ашиглалтад орсон,
140000000.00,"УБ — Баянзүрх, 14-р хороолол",Паркет,1 тагттай,2014,Байхгүй,Вакум,17,Бүргэд,51.0 м²,2,Лизинггүй,1,Ашиглалтад орсон,
2800000.00,"УБ — Баянзүрх, Амгалан",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,65.6 м²,2,Банкны лизингтэй,3,Ашиглалтад ороогүй,
2800000.00,"УБ — Баянзүрх, Амгалан",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,57.44 м²,10,Банкны лизингтэй,2,Ашиглалтад ороогүй,
249000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,71.1 м²,5,Лизинггүй,3,Ашиглалтад орсон,
2800000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,2025,Байгаа,Вакум,16,Бүргэд,30.1 м²,9,Лизинггүй,2,Ашиглалтад ороогүй,
322711000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Ламинат,1 тагттай,2024,Байгаа,Вакум,23,Бүргэд,78.71 м²,18,Лизинггүй,3,Ашиглалтад ороогүй,
165000000.00,"УБ — Баянгол, Тээврийн товчоо",Паркет,1 тагттай,2016,Байхгүй,Вакум,13,Бүргэд,48.12 м²,7,Лизинггүй,2,Ашиглалтад орсон,
120000000.00,"УБ — Чингэлтэй, Баянбүрд",Паркет,1 тагттай,2009,Байхгүй,Вакум,10,Төмөр,43.63 м²,10,Лизинггүй,3,Ашиглалтад орсон,
210000000.00,"УБ — Баянзүрх, 16-р хороолол",Паркет,2 тагттай,2010,Байгаа,Вакум,6,Бүргэд,105.0 м²,4,Лизинггүй,4,Ашиглалтад орсон,
226842000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Бүргэд,54.0 м²,2,Лизинггүй,2,Ашиглалтад орсон,
280000000.00,"УБ — Хан-Уул, Хурд",Паркет,Тагтгүй,2011,Байхгүй,Вакум,9,Бүргэд,66.6 м²,2,Банкны лизингтэй,3,Ашиглалтад орсон,
1300000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,Тагтгүй,2019,Байгаа,Вакум,4,Мод,153.0 м²,3,Лизинггүй,6,Ашиглалтад орсон,
127000000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,41.0 м²,13,Лизинггүй,2,Ашиглалтад орсон,
130000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 21",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,39.0 м²,3,Банкны лизингтэй,2,Ашиглалтад орсон,
175290000.00,"УБ — Баянзүрх, Халдвартын эмнэлэг",Паркет,1 тагттай,2024,Байхгүй,Вакум,7,Бүргэд,58.0 м²,2,Лизинггүй,3,Ашиглалтад орсон,
130000000.00,"УБ — Баянзүрх, Сансар",Паркет,1 тагттай,2015,Байхгүй,Вакум,5,Бүргэд,40.0 м²,4,Банкны лизингтэй,1,Ашиглалтад орсон,
668820000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,Тагтгүй,2024,Байхгүй,Вакум,12,Бүргэд,94.2 м²,4,Лизинггүй,4,Ашиглалтад ороогүй,
375000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,Тагтгүй,2024,Байхгүй,Вакум,16,Бүргэд,68.66 м²,3,Лизинггүй,4,Ашиглалтад орсон,
120000000.00,"УБ — Баянгол, 3, 4 хороолол",Цемент,1 тагттай,2000,Байхгүй,Вакум,9,Бүргэд,18.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,
340000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,84.2 м²,15,Банкны лизингтэй,5,Ашиглалтад орсон,
980000000.00,"УБ — Хан-Уул, Нархан хотхон",Паркет,2 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,163.0 м²,16,Лизинггүй,6,Ашиглалтад орсон,
