үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,Байршил:,Код:,location:
195000000.00,"УБ — Баянгол, 25-р эмийн сан",Паркет,Тагтгүй,2016,Байхгүй,Вакум,12,Вакум,43.0 м²,1,Лизинггүй,1,Ашиглалтад орсон,,,
678000000.00,"УБ — Хан-Уул, Romana Residence",Паркет,2 тагттай,2024,Байгаа,Вакум,16,Бүргэд,120.0 м²,10,Лизинггүй,4,Ашиглалтад орсон,,,
203650000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,66.0 м²,1,Лизинггүй,2,Ашиглалтад орсон,,,
110000000.00,"УБ — Баянзүрх, Сансар",Паркет,1 тагттай,2009,Байхгүй,Вакум,6,Бүргэд,45.0 м²,5,Банкны лизингтэй,2,Ашиглалтад орсон,,,
85000000.00,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 21",Паркет,1 тагттай,2015,Байхгүй,Вакум,9,Бүргэд,30.0 м²,2,Лизинггүй,2,Ашиглалтад орсон,,,
350000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,2021,Байхгүй,Вакум,10,Бүргэд,77.51 м²,2,Банкны лизингтэй,4,Ашиглалтад орсон,,,
187000000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2023,Байхгүй,Вакум,14,Бүргэд,58.0 м²,8,Лизинггүй,3,Ашиглалтад орсон,,,
215000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,2008,Байхгүй,Вакум,12,Бүргэд,59.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,,,
156000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 3",Паркет,1 тагттай,1980,Байхгүй,Вакум,5,Бүргэд,53.5 м²,3,Лизинггүй,3,Ашиглалтад орсон,,,
380000000.00,"УБ — Баянгол, Нарны хороолол",Паркет,1 тагттай,2021,Байхгүй,Вакум,10,Бүргэд,79.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,,,
95000000.00,"УБ — Баянзүрх, КТМС",Паркет,1 тагттай,2014,Байхгүй,Вакум,16,Бүргэд,29.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,,,
2600000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2022,Байгаа,Вакум,16,Бүргэд,53.81 м²,12,Лизинггүй,3,Ашиглалтад ороогүй,,,
335000000.00,"УБ — Хан-Уул, Зайсан",Паркет,Тагтгүй,2019,Байхгүй,Вакум,16,Бүргэд,68.0 м²,10,Банкны лизингтэй,1,Ашиглалтад орсон,,,
3500000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2014,Байхгүй,Вакум,10,Бүргэд,167.4 м²,9,Хувь лизингтэй,7,Ашиглалтад орсон,,,
176000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,55.77 м²,9,Лизинггүй,3,Ашиглалтад орсон,,,
341000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2012,Байгаа,Вакум,9,Бүргэд,110.0 м²,7,Лизинггүй,3,Ашиглалтад орсон,,,
150000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,1 тагттай,2010,Байхгүй,Вакум,9,Бүргэд,49.0 м²,9,Лизинггүй,3,Ашиглалтад орсон,,,
145000000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,2009,Байхгүй,Вакум,9,Бүргэд,49.0 м²,5,Лизинггүй,3,Ашиглалтад орсон,,,
3100000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2011,Байгаа,Вакум,6,Бүргэд,94.0 м²,1,Банкны лизингтэй,5,Ашиглалтад орсон,,,
398200000.00,"УБ — Баянгол, Төмөр зам",Паркет,2 тагттай,2016,Байхгүй,Вакум,12,Төмөр,99.55 м²,13,Лизинггүй,5,Ашиглалтад орсон,,,
480000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2024,Байхгүй,Вакум,23,Бүргэд,87.0 м²,20,Банкны лизингтэй,3,Ашиглалтад орсон,,,
155000000.00,"УБ — Баянгол, Баянгол, Хороо 20",Паркет,1 тагттай,2017,Байхгүй,Вакум,12,Бүргэд,52.0 м²,6,Лизинггүй,2,Ашиглалтад орсон,,,
3000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,1 тагттай,2017,Байхгүй,Вакум,16,Бүргэд,54.0 м²,15,Банкны лизингтэй,2,Ашиглалтад орсон,,,
105000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,Тагтгүй,2016,Байхгүй,Вакум,16,Бүргэд,32.0 м²,1,Лизинггүй,1,Ашиглалтад орсон,,,
250000000.00,"УБ — Баянзүрх, 13-р хороолол",Цемент,2 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,40.0 м²,6,Лизинггүй,4,Ашиглалтад орсон,,,
350000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 2",Паркет,1 тагттай,2021,Байхгүй,Вакум,17,Төмөр вакум,76.0 м²,16,Лизинггүй,3,Ашиглалтад орсон,,,
2500000.00,"УБ — Баянзүрх, Өгөөмөр захын зүүн",Паркет,1 тагттай,2008,Байхгүй,Вакум,9,Бүргэд,62.0 м²,2,Лизинггүй,4,Ашиглалтад орсон,,,
3300000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,1 тагттай,2015,Байгаа,Вакум,12,Төмөр,51.7 м²,9,Банкны лизингтэй,3,Ашиглалтад орсон,,,
4800000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2024,Байхгүй,Төмөр вакум,15,Мод,145.0 м²,13,Лизинггүй,8,Ашиглалтад орсон,,,
273470000.00,"УБ — Хан-Уул, King Tower",Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,66.7 м²,12,Лизинггүй,2,Ашиглалтад орсон,,,
370000000.00,"УБ — Баянгол, Нарны хороолол",Паркет,1 тагттай,2019,Байхгүй,Вакум,23,Бүргэд,70.0 м²,23,Банкны лизингтэй,4,Ашиглалтад орсон,,,
520000000.00,"УБ — Хан-Уул, Яармаг",Паркет,2 тагттай,2019,Байхгүй,Вакум,12,Бүргэд,154.0 м²,4,Лизинггүй,7,Ашиглалтад орсон,,,
200000000.00,"УБ — Баянгол, Богд-Ар",Паркет,1 тагттай,2010,Байхгүй,Вакум,16,Бүргэд,63.0 м²,16,Лизинггүй,3,Ашиглалтад орсон,,,
4600000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр вакум,92.0 м²,5,Банкны лизингтэй,4,Ашиглалтад орсон,,,
340000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,1 тагттай,2011,Байхгүй,Вакум,10,Төмөр,92.0 м²,2,Банкны лизингтэй,4,Ашиглалтад орсон,,,
367885000.00,"УБ — Хан-Уул, Яармаг",Паркет,2 тагттай,2018,Байхгүй,Вакум,10,Бүргэд,105.0 м²,1,Лизинггүй,5,Ашиглалтад орсон,,,
500000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2018,Байхгүй,Вакум,10,Бүргэд,134.32 м²,7,Лизинггүй,6,Ашиглалтад орсон,,,
106000000.00,"УБ — Баянзүрх, 14-р хороолол",Паркет,1 тагттай,2017,Байхгүй,Вакум,16,Бүргэд,42.0 м²,11,Лизинггүй,2,Ашиглалтад орсон,,,
232300000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,17,Төмөр,54.0 м²,2,Банкны лизингтэй,2,Ашиглалтад орсон,,,
200000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2013,Байгаа,Вакум,10,Бүргэд,53.0 м²,9,Банкны лизингтэй,2,Ашиглалтад орсон,,,
135000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,1 тагттай,2018,Байхгүй,Вакум,13,Бүргэд,43.0 м²,9,Лизинггүй,1,Ашиглалтад орсон,,,
125000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2012,Байхгүй,Вакум,16,Бүргэд,45.0 м²,3,Банкны лизингтэй,2,Ашиглалтад орсон,,,
128000000.00,"УБ — Хан-Уул, Буянт Ухаа хороолол",Паркет,1 тагттай,2017,Байхгүй,Вакум,9,Төмөр,50.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,,,
226000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,70.48 м²,14,Лизинггүй,5,Ашиглалтад орсон,,,
115000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Паркет,Тагтгүй,2018,Байхгүй,Вакум,12,Бүргэд,32.0 м²,6,Лизинггүй,1,Ашиглалтад орсон,,,
160000000.00,"УБ — Баянзүрх, Офицер",Паркет,1 тагттай,2015,Байхгүй,Вакум,9,Бүргэд,56.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,,,
198000000.00,"УБ — Хан-Уул, Яармаг",Ламинат,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,54.0 м²,13,Лизинггүй,3,Ашиглалтад орсон,,,
215000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2002,Байхгүй,Вакум,6,Бүргэд,58.5 м²,4,Лизинггүй,3,Ашиглалтад орсон,,,
197600000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2018,Байхгүй,Вакум,12,Бүргэд,76.0 м²,2,Лизинггүй,4,Ашиглалтад орсон,,,
184000000.00,"УБ — Баянзүрх, Ботаник",Паркет,1 тагттай,2022,Байхгүй,Вакум,10,Бүргэд,78.9 м²,2,Банкны лизингтэй,5,Ашиглалтад орсон,,,
6000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 15",Паркет,1 тагттай,2019,Байгаа,Вакум,16,Бүргэд,66.0 м²,9,Банкны лизингтэй,4,Ашиглалтад орсон,,,
295000000.00,"УБ — Баянзүрх, Офицер",Паркет,1 тагттай,2006,Байхгүй,Вакум,3,Бүргэд,84.0 м²,2,Банкны лизингтэй,5,Ашиглалтад орсон,,,
78000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Бүргэд,31.0 м²,10,Лизинггүй,1,Ашиглалтад орсон,,,
90000000.00,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1 тагттай,2007,Байхгүй,Вакум,10,Бүргэд,29.06 м²,10,Банкны лизингтэй,2,Ашиглалтад орсон,,,
162500000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Төмөр,65.0 м²,11,Банкны лизингтэй,3,Ашиглалтад орсон,,,
3500000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2014,Байхгүй,Төмөр вакум,16,Бүргэд,154.0 м²,4,Лизинггүй,4,Ашиглалтад орсон,,,
290000000.00,"УБ — Баянзүрх, 13-р хороолол",Паркет,2 тагттай,2002,Байхгүй,Вакум,6,Бүргэд,95.0 м²,3,Банкны лизингтэй,5,Ашиглалтад орсон,,,
120000000.00,"УБ — Баянгол, 10-р хороолол",Паркет,1 тагттай,2018,Байхгүй,Вакум,9,Бүргэд,38.0 м²,2,Лизинггүй,2,Ашиглалтад орсон,,,
170000000.00,"УБ — Баянгол, Богд-Ар",Паркет,1 тагттай,2000,Байхгүй,Вакум,1,Бүргэд,50.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,,,
135000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,1 тагттай,2018,Байхгүй,Вакум,13,Бүргэд,43.0 м²,9,Лизинггүй,1,Ашиглалтад орсон,,,
250000000.00,"УБ — Баянгол, Алтай хотхон",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр вакум,63.0 м²,13,Лизинггүй,3,Ашиглалтад орсон,,,
546400000.00,"УБ — Хан-Уул, Хүннү",Паркет,1 тагттай,2018,Байхгүй,Вакум,23,Төмөр,96.0 м²,5,Лизинггүй,4,Ашиглалтад орсон,,,
255000000.00,"УБ — Сүхбаатар, 5-р хороолол",Паркет,1 тагттай,2016,Байгаа,Вакум,16,Төмөр,67.3 м²,8,Лизинггүй,2,Ашиглалтад орсон,,,
744282000.00,"УБ — Сүхбаатар, 5-р хороолол",Паркет,1 тагттай,2017,Байгаа,Вакум,16,Төмөр,177.21 м²,10,Лизинггүй,5,Ашиглалтад орсон,,,
566000000.00,"УБ — Хан-Уул, Яармаг",Паркет,2 тагттай,2023,Байгаа,Вакум,16,Төмөр,141.5 м²,15,Лизинггүй,7,Ашиглалтад орсон,,,
293000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,72.11 м²,6,Банкны лизингтэй,4,Ашиглалтад орсон,,,
175000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2015,Байхгүй,Вакум,9,Бүргэд,49.24 м²,5,Банкны лизингтэй,3,Ашиглалтад орсон,,,
210000000.00,"УБ — Сүхбаатар, Цирк",Паркет,1 тагттай,2010,Байхгүй,Вакум,12,Төмөр,39.0 м²,11,Лизинггүй,1,Ашиглалтад орсон,,,
5500000.00,"УБ — Хан-Уул, Зайсан",Ламинат,2 тагттай,2023,Байхгүй,Вакум,6,Бүргэд,141.0 м²,5,Банкны лизингтэй,6,Ашиглалтад орсон,,,
163000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 42",Паркет,1 тагттай,2016,Байхгүй,Вакум,10,Бүргэд,58.95 м²,10,Лизинггүй,3,Ашиглалтад орсон,,,
162000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2017,Байхгүй,Вакум,12,Бүргэд,45.6 м²,9,Банкны лизингтэй,2,Ашиглалтад орсон,,,
2700000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 14",Паркет,1 тагттай,2005,Байхгүй,Вакум,6,Бүргэд,93.27 м²,3,Банкны лизингтэй,2,Ашиглалтад орсон,,,
4100000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,2 тагттай,2014,Байхгүй,Вакум,5,Бүргэд,110.0 м²,1,Лизинггүй,5,Ашиглалтад орсон,,,
580000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,50.0 м²,5,Банкны лизингтэй,3,Ашиглалтад орсон,,,
3400000.00,"УБ — Хан-Уул, Зайсан",Мод,1 тагттай,2008,Байгаа,Вакум,6,Төмөр,122.5 м²,5,Лизинггүй,4,Ашиглалтад орсон,,,
118000000.00,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 20",Паркет,1 тагттай,2024,Байхгүй,Вакум,10,Бүргэд,46.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,,,
258000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,64.55 м²,16,Банкны лизингтэй,3,Ашиглалтад орсон,,,
335000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 3",Паркет,2 тагттай,2008,Байгаа,Вакум,5,Бүргэд,95.0 м²,2,Банкны лизингтэй,5,Ашиглалтад орсон,,,
221160000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,1 тагттай,2024,Байхгүй,Вакум,15,Төмөр,58.0 м²,12,Лизинггүй,4,Ашиглалтад орсон,,,
3800000.00,"УБ — Баянзүрх, 14-р хороолол",Паркет,1 тагттай,2017,Байхгүй,Вакум,16,Бүргэд,104.0 м²,16,Лизинггүй,5,Ашиглалтад орсон,,,
396632000.00,"УБ — Хан-Уул, Зайсан",Паркет,Тагтгүй,2024,Байхгүй,Вакум,15,Бүргэд,92.24 м²,8,Банкны лизингтэй,3,Ашиглалтад орсон,,,
737000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2022,Байхгүй,Вакум,10,Бүргэд,147.47 м²,2,Лизинггүй,5,Ашиглалтад орсон,,,
85000000.00,"УБ — Баянзүрх, Их Засаг Их сургууль",Паркет,Тагтгүй,2010,Байхгүй,Вакум,5,Төмөр,35.55 м²,1,Лизинггүй,3,Ашиглалтад орсон,,,
271500000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2016,Байхгүй,Вакум,16,Бүргэд,71.0 м²,14,Лизинггүй,3,Ашиглалтад орсон,,,
189000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Төмөр,72.0 м²,4,Лизинггүй,4,Ашиглалтад орсон,,,
170000000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,1989,Байхгүй,Вакум,9,Бүргэд,29.0 м²,8,Лизинггүй,4,Ашиглалтад орсон,,,
265000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,80.6 м²,6,Банкны лизингтэй,5,Ашиглалтад орсон,,,
5800000.00,"УБ — Баянзүрх, Чингис зочид буудал",Паркет,1 тагттай,2024,Байхгүй,Вакум,25,Төмөр,55.04 м²,22,Лизинггүй,3,Ашиглалтад орсон,,,
200000000.00,"УБ — Сүхбаатар, Хүүхдийн 100",Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Төмөр,53.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,,,
149000000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2024,Байхгүй,Вакум,13,Бүргэд,53.38 м²,5,Лизинггүй,3,Ашиглалтад ороогүй,,,
158000000.00,"УБ — Хан-Уул, Зайсан",Паркет,Тагтгүй,2019,Байхгүй,Вакум,12,Бүргэд,45.0 м²,8,Лизинггүй,3,Ашиглалтад орсон,,,
110000000.00,"УБ — Баянзүрх, Амгалан",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,37.0 м²,14,Хувь лизингтэй,2,Ашиглалтад ороогүй,,,
3000000.00,"УБ — Баянзүрх, 16-р хороолол",Паркет,1 тагттай,2019,Байгаа,Вакум,16,Бүргэд,60.0 м²,8,Лизинггүй,4,Ашиглалтад орсон,,,
5300000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,2021,Байхгүй,Вакум,23,Төмөр,55.06 м²,20,Лизинггүй,4,Ашиглалтад орсон,,,
340000000.00,"УБ — Баянзүрх, Бөхийн Өргөө",Паркет,2 тагттай,2014,Байхгүй,Вакум,14,Төмөр,95.59 м²,8,Лизинггүй,4,Ашиглалтад орсон,,,
1180000000.00,"УБ — Хан-Уул, Bella Vista",Паркет,1 тагттай,2022,Байхгүй,Вакум,6,Төмөр,107.0 м²,1,Лизинггүй,4,Ашиглалтад орсон,,,
200000000.00,"УБ — Баянзүрх, Бөхийн Өргөө",Паркет,1 тагттай,2000,Байхгүй,Вакум,5,Төмөр,64.78 м²,3,Лизинггүй,3,Ашиглалтад орсон,,,
255000000.00,"УБ — Чингэлтэй, 50 мянгат",Паркет,1 тагттай,1980,Байхгүй,Вакум,4,Бүргэд,45.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,,,
162500000.00,"УБ — Баянзүрх, Их Засаг Их сургууль",Паркет,1 тагттай,2016,Байхгүй,Вакум,6,Төмөр,66.34 м²,5,Лизинггүй,3,Ашиглалтад орсон,,,
380000000.00,"УБ — Баянгол, Нарны хороолол",Паркет,1 тагттай,2022,Байхгүй,Вакум,10,Бүргэд,83.0 м²,3,Лизинггүй,3,Ашиглалтад орсон,,,
195000000.00,"УБ — Хан-Уул, Зайсан",Паркет,1 тагттай,2015,Байхгүй,Вакум,10,Бүргэд,62.0 м²,8,Банкны лизингтэй,3,Ашиглалтад орсон,,,
375000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,Тагтгүй,2022,Байхгүй,Вакум,16,Бүргэд,105.0 м²,15,Лизинггүй,3,Ашиглалтад орсон,,,
319000000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2022,Байхгүй,Вакум,13,Бүргэд,80.35 м²,12,Лизинггүй,3,Ашиглалтад орсон,,,
309000000.00,"УБ — Баянгол, Төмөр зам",Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,79.0 м²,15,Лизинггүй,2,Ашиглалтад орсон,,,
780000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Паркет,1 тагттай,2013,Байхгүй,Вакум,18,Бүргэд,122.0 м²,4,Лизинггүй,4,Ашиглалтад орсон,,,
200000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 7",Паркет,1 тагттай,2007,Байхгүй,Вакум,12,Төмөр,63.0 м²,12,Банкны лизингтэй,2,Ашиглалтад орсон,,,
76464000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 16",Паркет,1 тагттай,2025,Байхгүй,Вакум,12,Бүргэд,42.0 м²,7,Лизинггүй,2,Ашиглалтад ороогүй,,,
4100000.00,"УБ — Хан-Уул, Яармаг",Паркет,2 тагттай,2023,Байгаа,Вакум,16,Бүргэд,106.0 м²,14,Банкны лизингтэй,6,Ашиглалтад орсон,,,
131758000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 16",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,60.0 м²,11,Хувь лизингтэй,2,Ашиглалтад ороогүй,,,
157000000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,1990,Байхгүй,Вакум,12,Бүргэд,75.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,,,
608450000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2022,Байгаа,Вакум,16,Бүргэд,141.5 м²,14,Банкны лизингтэй,5,Ашиглалтад орсон,,,
175812000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 16",Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,67.0 м²,9,Хувь лизингтэй,3,Ашиглалтад ороогүй,,,
127000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,34.0 м²,12,Лизинггүй,2,Ашиглалтад орсон,,,
106692000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,31.0 м²,7,Хувь лизингтэй,2,Ашиглалтад ороогүй,,,
4000000.00,"УБ — Хан-Уул, Яармаг",Паркет,2 тагттай,2023,Байгаа,Вакум,16,Бүргэд,93.3 м²,14,Банкны лизингтэй,5,Ашиглалтад орсон,,,
345000000.00,"УБ — Хан-Уул, 19-р хороолол",Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,87.0 м²,5,Лизинггүй,4,Ашиглалтад орсон,,,
602262000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Ламинат,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр вакум,105.66 м²,5,Банкны лизингтэй,4,Ашиглалтад орсон,,,
350300000.00,"УБ — Хан-Уул, Зайсан",Паркет,2 тагттай,2015,Байгаа,Вакум,10,Бүргэд,113.0 м²,5,Лизинггүй,5,Ашиглалтад орсон,,,
379120000.00,"УБ — Хан-Уул, Нүхтийн ам",Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,94.78 м²,10,Лизинггүй,3,Ашиглалтад орсон,,,
122000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Паркет,1 тагттай,2010,Байгаа,Вакум,10,Бүргэд,50.0 м²,5,Лизинггүй,2,Ашиглалтад орсон,,,
3350000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,54.0 м²,6,Лизинггүй,2,Ашиглалтад орсон,,,
98000000.00,"УБ — Баянгол, 3, 4 хороолол",Паркет,1 тагттай,1996,Байхгүй,Вакум,9,Бүргэд,15.0 м²,3,Лизинггүй,2,Ашиглалтад орсон,,,
671000000.00,"УБ — Хан-Уул, Яармаг",Ламинат,2 тагттай,2023,Байхгүй,Вакум,5,Төмөр,135.0 м²,4,Банкны лизингтэй,7,Ашиглалтад орсон,,,
350000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Ламинат,1 тагттай,2018,Байхгүй,Вакум,16,Бүргэд,82.55 м²,3,Банкны лизингтэй,3,Ашиглалтад орсон,,,
539000000.00,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Паркет,Тагтгүй,2018,Байхгүй,Вакум,11,Бүргэд,154.0 м²,4,Лизинггүй,5,Ашиглалтад орсон,,,
525000000.00,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1 тагттай,2023,Байхгүй,Вакум,17,Төмөр,82.0 м²,11,Банкны лизингтэй,4,Ашиглалтад орсон,,,
4900000.00,"УБ — Баянзүрх, Зүүн 4 зам",Паркет,2 тагттай,2020,Байхгүй,Вакум,15,Бүргэд,103.0 м²,14,Лизинггүй,5,Ашиглалтад орсон,,,
415000000.00,"УБ — Хан-Уул, Удирдлагын Академи",Паркет,1 тагттай,2015,Байгаа,Вакум,12,Төмөр,117.0 м²,10,Лизинггүй,4,Ашиглалтад орсон,,,
270000000.00,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Паркет,1 тагттай,2024,Байгаа,Вакум,16,Төмөр,74.64 м²,1,Банкны лизингтэй,4,Ашиглалтад орсон,,,
171000000.00,УБ — Сүхбаатар,Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Бүргэд,49.0 м²,8,Банкны лизингтэй,3,Ашиглалтад орсон,,,
7500000.00,"УБ — Баянзүрх, Бага тэнгэрийн ам",Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Бүргэд,180.44 м²,4,Лизинггүй,8,Ашиглалтад орсон,,,
3100000.00,"УБ — Сүхбаатар, 100 айл",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,45.0 м²,11,Лизинггүй,2,Ашиглалтад орсон,,,
5400000.00,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,81.0 м²,14,Лизинггүй,3,Ашиглалтад орсон,,,
275000000.00,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,75.54 м²,13,Лизинггүй,5,Ашиглалтад орсон,,,
92480000.00,"УБ — Хан-Уул, Нисэх",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,28.9 м²,3,Лизинггүй,1,Ашиглалтад орсон,,,
7500000.00,"УБ — Сүхбаатар, 220 мянгат",Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,92.0 м²,5,Лизинггүй,5,Ашиглалтад орсон,,,
420000000.00,"УБ — Хан-Уул, Зайсан",Паркет,3+ тагттай,2010,Байгаа,Вакум,9,Бүргэд,140.0 м²,9,Лизинггүй,8,Ашиглалтад орсон,,,
271000000.00,"УБ — Хан-Уул, Яармаг",Паркет,1 тагттай,2023,Байхгүй,Вакум,7,Төмөр,92.3 м²,4,Лизинггүй,3,Ашиглалтад орсон,,,
